name,태그,text
y2mate.com - Adding to 10  Basic addition and subtraction  Early Math  Khan Academy_v720P.txt,"[0, 1, 2]","여기에 바나나가 세 개 있습니다. 하나, 둘, 셋. 그래서 세 개의 바나나부터 시작하려고 합니다. 그리고 바나나를 몇 개 더 추가해서 총 10개의 바나나가 되게 하려고 합니다. 그래서 이것이 제가 시작할 것입니다. 세 개의 바나나로 시작해서, 결국에는 십 개로 끝내고 싶습니다. 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉, 십. 그러면 세 개에 얼마를 더해야 십 개가 될까요? 이 동영상을 잠시 멈추고 직접 시도해 보기를 권장합니다. 그럼 한번 보겠습니다. 그냥 바나나를 추가해 보겠습니다. 세 개네요. 그러니까 네 번째를 더해 봅시다. 네 번째 바나나겠죠. 다섯 개. 여섯 개. 일곱 개. 여덟 개. 아홉 개. 십 개. 그럼 얼마나 많은 바나나를 더했을까요? 이제.. 이제, 나는 여기에 바나나를 몇 개 더했으니까, 총 체는 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉, 십. 그러니 세 개에 얼마를 더해야 십을 얻을 수 있었을까요, 이 십을 얻기 위해? 그, 이것들만 세면 됩니다. 이것이 하나고, 이것이 둘이고, 이것이 셋이고, 넷이고, 다섯이고, 여섯이고, 일곱. 나는 일곱 개의 바나나를 더했습니다. 안녕. 원래 총 세 개의 바나나에 일곱 개를 더해 십 개가 됐습니다. 따라서 세 개 더하기 일곱은 십이 됩니다. 보셔도 느낄 수 있듯이 왼쪽에 있는 것과 우리가 오른쪽에 있는 것이 같습니다. 왼쪽에는 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉, 십개의 바나나가 있습니다. 그리고 오른쪽에도 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉, 십개가 있습니다. 그래서 둘은 정말로 같습니다."
y2mate.com - Adding with arrays_v720P.txt,"[1, 0, 22]","이 비디오에서 우리가 할 것은 여기에 얼마나 많은 블럭이 있는지 생각하는 것입니다. 그저 세기만 하는 대신, 우리는 덧셈을 사용하여 생각해 보려고 합니다. 그렇다면 어떻게 할까요? 여기에는 행이 세 개 있습니다. 하나, 둘, 셋의 행이 있습니다. 그리고 이 행들 각각은 명확하게 볼 수 있듯이, 하나, 둘, 셋, 넷, 다섯의 블럭이 있습니다. 두 번째 행에도 같은 방식으로 하나, 둘, 셋, 넷, 다섯의 블럭이 있습니다. 세 번째 행에도 같은... 이 세 번째 행에도 하나, 둘, 셋, 넷, 다섯의 블럭이 있습니다. 따라서 블럭의 수를 생각하는 한 가지 방법은 첫 번째 행에 다섯이 있다는 것인데, 그것은 다섯이고, 두 번째 행에 다섯이 있다면, 또 다른 다섯이고, 이 세 번째 행에 다섯이 있으면, 또한 다섯입니다. 따라서 블럭이 몇 개인지 알고 싶다면, 그것은 다섯 더하기 다섯 더하기 다섯과 같은 것입니다. 이제 여러분들 중 일부는 무엇을 생각하고 있을 것입니다. 단지 행의 관점에서 생각하는 대신에, 행을 사용하는 대신 열에 대해 생각해 보면 어떨까요? 그래서 여기에서 우리는 다섯 더하기 다섯 더하기 다섯의 블록이 있다고 말했지만, 우리는 열이 다섯 개 있으며, 그 각각의 열은 블록이 세 개 있다고 생각할 수도 있습니다. 그래서 이게 첫 번째 열입니다. 이게 두 번째 열입니다. 이게 세 번째 열입니다. 이게 네 번째 열입니다. 여러분들이 이해했다고 가정하겠습니다. 이게 다섯 번째 열입니다. 그리고 각각에는 하나, 둘, 셋의 블록이 있습니다. 따라서 이것은 두 번째 열에서 세 개 더하기, 정확히 말하면, 세 번째 열에서 세 개 더하기, 네 번째 열에서 세 개 더하기, 다섯 번째 열에서 세 개 더하기일 것입니다. 그래서 흥미롭습니다. 이 블록의 수는 세 개 더하기 세 개 더하기 세 개 더하기 세 개로도 표현될 수 있는데, 우리가 보았듯이 사실상 다섯 더하기 다섯 더하기 다섯과 같은 것입니다."
y2mate.com - Adding with place value blocks_v720P.txt,"[0, 1]","이 비디오에서 우리가 하고자 하는 것은 여덟 더하기 여섯이 얼마인지 생각해보는 것입니다. 그리고 우리를 돕기 위해, 여기에 보이는 대로 여덟 개의 블럭을 가지고 있고, 핑크색으로 표시된 이곳에 다른 여섯 개의 블럭을 가지고 있습니다. 그러니까 이 비디오를 잠시 멈추고 당신이 그것을 알아낼 수 있는지 보시기 바랍니다. 많은 방법이 있지만, 내가 좋아하는 방법 중 하나는, 얼마나 많은 블럭이 남아있는지 보기 위해 이 블럭들 중 일부로 10개의 그룹을 만들어 보는 것이다. 그래서 나는 그룹을 만들기 위해 10개를 원한다면, 이 여덟개를 모두 사용할 것이다. 그래서 하나, 두 개, 세 개, 네 개, 다섯 개, 여섯 개, 일곱 개, 여덟 개, 그리고 나는 두 개 더 필요해서, 이 두 개를 이 여섯 개에서 가져올 수 있다, 그럼 나는 하나, 두 개, 세 개, 네 개가 남게 된다. 그 모습이 어떻게 보이는지 보려면, 우리는 여덟개를 모두 가져가고, 여섯개 중 두 개를 가져가서 10개의 그룹을 만들 수 있다는 것을 볼 수 있습니다. 그래서 제가 그것을 하나의 바로 세우게 했습니다. 그래서 우리는 우리의 대답이 하나의 10을 가질 것임을 알고 있습니다. 그러므로 이것이 정확하다는 것을 알려줍니다. 이런 식으로, 하나, 10. 그리고 몇 개의 일들이 있을까? 잘, 우리는 그것을 여기에서 바로 볼 수 있다. 우리는 네 개의 일들이 남아 있다. 그래서 그것은 네 개의 일이다. 그래서 우리가 자리값에 대해 생각한다면, 그것은 하나, 10, 그리고 네 개의 일들, 또는 14다. 우리는 10개와 다른 네 개를 가지고 있는데, 이것은 14와 같은 것이다."
y2mate.com - Addition and subtraction within 10  Basic addition and subtraction  Early Math  Khan Academy_v720P.txt,"[1, 2]","그래서 우리는 여기에 네 개의 다른 방정식을 주어지고, 각각에는 빈칸이 있어서 우리는 그 빈칸을 누락된 숫자로 채워야 합니다. 그러니 각각 이것들을 해봅시다. 이 방정식의 왼쪽에는 1 더하기 4가 있고, 그것은 같다는 거죠. 1 더하기 4는 5와 같다는 걸 알 수 있습니다. 만약 4에 1을 더한다면 결과는 5가 됩니다. 그래서 이제 우리는 이것을 마무리했어요. 왜냐하면 1 더하기 4가 5와 같다고 알아냈기 때문입니다. 이제 여기서 우리는 4 더하기 무언가가 5와 같다고 말하고 있습니다. 그런데 우리는 방금 1 더하기 4, 또는 4 더하기 1이 5와 같다는 걸 알아냈지요. 그래서 4 더하기 1은 5입니다. 그러니 이 방정식을 주목해 보세요. 4 더하기 1은 5와 같다는 거죠. 등호는 왼쪽에 있는 것이 오른쪽에 있는 것과 같다는 걸 의미합니다. 이제 우리는 빈칸 더하기 2가 5와 같다는 걸 가지고 있습니다. 그래서 무엇 더하기 2가 5와 같을까요?  물론, 3 더하기 2는 5와 같습니다, 또는 5는 3 더하기 2와 같습니다. 여기서 다시 가봅니다. 그러면 이제 여기서 3 더하기 빈칸이 5와 같다는 걸 가지고 있습니다. 그런데, 우리는 이미 알아냈지요. 왜냐하면 3 더하기 2가 5와 같다는 걸 알았기 때문입니다. 그래서 우리는 3 더하기 2는 5와 같다고 쓸 수 있습니다. 그럼 우리가 확인해 볼 수 있고, 그리고 계속 나아갈 수 있습니다. 그래서 이제는 빼기 문제가 있습니다. 그래서 9 빼기 3은 무엇과 같을까요? 만약 9가 있다가, 그것들 중 3을 뺀다면, 남은 것은 6이 됩니다. 9 빼기 3은 6과 같다는 거죠. 그러면 10 빼기 빈칸이 6과 같다고 말하고 있습니다. 그럼에도 불구하고 10에서 얼마를 빼야 6이 남게 될까요? 만약 10에서 4를 뺀다면, 남은 것은 6이 됩니다. 이제 무엇인가 빼기 1이 6과 같다는건데, 7 빼기 1은 6과 같습니다. 그런 다음에 우리는 8 빼기 빈칸이 6과 같다는 것을 얻습니다. 그래서 8에서 얼마를 빼야 6이 나오는건가요? 만약 1을 뺀다면, 그럼 나오는 결과는 7이야. 만약 2를 빼면, 그럼 내가 가지고 있는 것은 6이겠지. 그러니까 8 빼기 2는 6과 같아."
y2mate.com - Addition based on arrays word problems_v720P.txt,"[1, 0]","우리는 루루가 여행을 위해 짐을 싸고 있었다는 것을 알게 되었습니다. 그녀는 옷을 여행가방 안에 2줄로 놓고 각 줄에 5장의 셔츠를 담았어요. 그래서 그들이 그리고 있는 것은 이것이 그녀의 열린 여행가방이라는 것입니다. 그리고 이 네모들 각각이 셔츠가 되는 거죠. 첫 줄에는 셔츠가 하나, 둘, 셋, 넷, 다섯이 있고, 둘째 줄에 또 다섯 장의 셔츠가 있는 걸 볼 수 있습니다. 그런 다음에는 루루가 짐에 넣은 셔츠 총 수를 알아내기 위해 어떤 표현식을 사용할 수 있는지 물어봅니다. 비디오를 잠시 멈추고 이 표현식들 중 어느 것을 사용해서 셔츠의 총 갯수를 알아낼 수 있을지 생각해보세요. 힌트를 주자면, 이 중 여러 개를 사용할 수도 있습니다. 여기에서 답을 찾아내기 전에, 첫 번째 줄에 5장, 두 번째 줄에도 5장이 있다는 사실을 확인할 수 있습니다. 그래서 저는 이것을 5+5개의 셔츠로 볼 수 있습니다. 여기서 그 정답을 확인할 수 있습니다. 이 외에도 다른 방법들이 있을까요? 2개의 그룹 대신에 다섯 개의 그룹으로 본다면 어떨까요? 그것은 2개의 그룹이고, 또 다른 2개의 그룹, 세 번째 그룹, 네 번째 그룹, 그리고 다섯 번째 2개의 그룹입니다. 그래서 이걸 이렇게 볼 수 있습니다. 이 두 개와 이 두 개, 이 두 개, 이 두 개, 이 두 개를 더한 것. 물론이고 두 개가 다섯 그룹 있어요. 또는 다섯 개의 2를 볼 수 있습니다. 여기에 있습니다, 우리는 두 개가 다섯 번 있는 걸 더하고 있습니다. 그래서 이 선택지도 좋아보입니다."
y2mate.com - Addition with 10 frames_v720P.txt,[1],"이 동영상에서는 8 더하기 7이 얼마인지 알아보려고 합니다. 그리고 저는 여러분에게 10 프레임이라는 것을 그려서 조금 도움을 드리려고 합니다. 이것들은 유용한데 그 이유는 보시다시피 각 프레임에는 10개의 박스가 들어 있기 때문입니다. 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉, 열. 또는 이것을.  이것이 5개와 또 다른 5개로 구성되어 있음을 볼 수 있으므로 총 10개입니다. 그래서 이 숫자들을 각각 자신의 10 프레임으로 표현할 수 있습니다. 그래서 이것을 8로 볼 수 있으므로, 우리는 이 박스 8개를 채울 수 있습니다. 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟. 그리고 그것이 바로 8 더하기 7이 됩니다. 그럼 이제 이제 이 박스 7개를 채워봅시다. 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱. 감사합니다.  그래서 이 모든 것을 힌트로 삼아, 8 더하기 7은 얼마일까요? 이 동영상을 일시정지하고 생각해보세요. 좋아, 이제 같이 해봅시다. 10 프레임이 유용한 이유는 이 10 프레임에서 이 10 프레임으로 얼마나 많이 이동해야 하는지, 이 왼쪽의 10 프레임을 가득 채우기 위해 얼마나 많은 원들을 옮겨야 하는지에 대해 생각할 수 있기 때문입니다. 그리고 여기서 우리는 2개의 공간을 채워야 함을 볼 수 있습니다. 그럼 만약 이 왼쪽 10 프레임에 이 노란 원 2개를 옮기면 어떻게 될까요? 그럼 어떤 일이 일어날까요? 따라서 저는 이것을 지우고 이것을 지우고. 그리고 이것들을 잃어버린 게 아님을 기억하세요. 단지 이제 다른 곳에 두어야할 뿐입니다. 저는 이 두 개를 여기에 두겠습니다. 그래서 하나와 둘이죠. 그래서 저는 여전히 같은 수의 원들을 가지고 있습니다. 여전히 그 7개의 노란 원들이 있습니다. 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱. 그러나 저는 그것을 조금 다르게 썼습니다. 그래서 왼쪽 10 프레임을 채우는 데 두 개가 사용되었던 것이죠. 감사합니다. 이제 이것이 우리가 이 합계가 얼마가 될지 생각하는 데 도움이 됩니다. 그 이유는 무엇일까요? 왜냐하면 이제 우리는 이 왼쪽 10 프레임의 모든 박스를 채웠기 때문입니다. 그래서 이 왼쪽 부분이 바로 10이라는 것을 알 수 있습니다. 그럼 이제 이 오른쪽 부분에는 무엇이 남아 있을까요? 그럼, 이 오른쪽 부분에서, 10 프레임의 절반, 또는 하나, 둘, 셋, 넷, 다섯개의 박스를 채웠다는 것을 볼 수 있습니다. 그래서 8 더하기 7은 10 더하기 5와 같으며, 여러분이 아마 분명히 알고 있을 것으로 예상하는 15와 동일합니다. 그리고 당연히 이것을 세어서 확인할 수 있습니다. 여기에 10이 있고, 그런 다음 11, 12, 13, 14, 15가 있습니다."
y2mate.com - Addition word problems within 10  Basic addition and subtraction  Early Math  Khan Academy_v720P.txt,"[1, 2]","어제 세 송이의 꽃이 피었고, 그들은 그 꽃들을 그렸어요, 하나, 둘, 셋. 오늘은 더 많은 꽃들이 피었어요, 하나, 둘, 셋, 넷, 다섯, 여섯. 어떻게 꽃이 몇 송이 피었을까요? 그럼, 어제 셋, 오늘 더 많은 여섯송이, 그러니까 어제의 세 송이를 오늘의 여섯 송이에 더하면 됩니다. 즉, 세 개와 여섯 개를 더하면 얼마가 될까요? 세 개와 여섯 개는 같은 것이고, 그것은 아홉이 됩니다. 6 더하기 1은 7이고, 여섯 더하기 두 개는 여덟이고, 여섯 더하기 세 개는 아홉입니다. 그리고 당신이 알아야 할 것은, 머리로만 계산해도 여섯 더하기 세 개는 아홉이고, 세 개 더하기 여섯 개는 아홉이라는 것입니다. 아니면 그냥 카운트해볼 수도 있습니다, 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉. 다른 문제를 한 번 풀어볼게요. 두 마리의 상어가 있었어요, 하나, 둘. 세 마리 더 오게 되었어요. 하나, 둘, 셋, 상어는 이제 총 몇 마리가 될까요? 그럼, 처음 있던 두 마리에 세 마리가 더 오니까, 상어는 이제 두 마리 더하기 세 마리가 되겠죠. 두 개 더하기 세 개는 얼마일까요? 둘 더하기 셋은 다섯입니다. 둘 더하기 셋은 다섯이고, 이것을 세어볼 수도 있습니다. 하나, 둘, 셋, 넷, 다섯. 한 문제 더 풀어볼게요. 다람쥐는 일곱 개의 도토리를 주웠어요. 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱. 그녀는 하나 더 주웠어요. 그녀가 주운 도토리가 총 몇 개인지 알아내 보세요. 그녀가 주운 도토리는 일곱 개 더하기 하나 이기 때문에, 이는 일곱 더하기 하나인 도토리가 될 것이고, 이것은 팔이 됩니다. 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟. 우리가 옳게 풀었습니다."
y2mate.com - Comparing whole numbers  Place value tens and hundreds  Early Math  Khan Academy_v720P.txt,[0],"이 텍스트를 한국어로 번역하겠습니다:

394가 397보다 큰지 혹은 작은지 판별하십시오. 그리고 이를 표현하기 위해, 이 기호 혹은 저 기호 중 하나를 사용하여 표현을 작성하십시오. 여기서 이 기호는 실제로 '작다'를 의미하는 기호입니다. 그 기호를 기억하는 방법에 대해 더 생각해 볼 것입니다. 여기서 이것은 '큰'을 의미하는 기호입니다. 그러므로 우선, 두 숫자를 살펴봅시다. 394와 397. 그래서 표현을 작성하겠습니다. 

먼저 394. 그리고 다른 숫자는 397입니다. 두 숫자 모두 300대를 가지고 있으므로, 그들의 100 자리는 동일합니다. 둘 다 9로 90을 갖고 있습니다. 그러나 이것은 300+90+4이고, 이것은 300+90+7입니다. 그리고 우리는 4가 7보다 작다는 것을 알고 있습니다. 숫자선에서 보면, 4는 7보다 먼저 옵니다. 7까지 세다가 4를 지나치게 됩니다. 그래서 394는 397보다 작습니다. 

그리고 이를 적는 방법은, 단순히 394는 397보다 작습니다라고 씁니다. '작다'라는 것을 기억하는 방법은 작은 수가 더 작은 면적을 갖는 쪽에 있다는 것입니다. 이쪽이 훨씬 작다는 것을 떠올려 보실 수 있습니다. 

또한 다른 방식으로 쓸 수도 있습니다. 397이 394보다 크다고 쓸 수 있습니다. 그리고 또한, 더 큰 수는 이 작은 것이 열리는 쪽이나 이 기호의 더 큰 면적을 갖는 쪽에 위치한다는 것을 떠올려 보십시오. 이 점은 더 작은 면입니다. 이 바깥쪽은 더 큰 면입니다. 그리고 더 큰 숫자는 조금 더 큰 면을 배치합니다. '크다', '작다'."
y2mate.com - Comparison word problems  Addition and subtraction within 20  Early Math  Khan Academy_720pFH.txt,"[1, 2]","그래서 그들은 알렉산더가 구슬을 아홉 개 가지고 있다고 말합니다. 에밀리는 구슬을 다섯 개 가지고 있어요. 그리고 우리에게 묻습니다, 알렉산더는 에밀리보다 얼마나 많은 구슬을 가지고 있나요? 이 부분을 일시 중지하고 스스로 이것을 알아낼 수 있는지 시도해 보세요. 이제 같이 해결해 봅시다. 그래서 그냥 그려 봅시다. 알렉산더는 구슬이 아홉 개 있습니다. 그래서 우리는 그의 구슬을 그릴 수 있습니다. 그래서 하나, 둘, 셋, 넷, 다섯, 여섯, 감사합니다. 일곱, 여덟, 아홉, 그리고 에밀리는 구슬이 다섯 개 있습니다. 하나, 둘, 셋, 넷, 다섯. 그래서 알렉산더는 에밀리보다 얼마나 많은 구슬을 가지고 있나요? 우리는 이 사진에서 바로 볼 수 있습니다. 알렉산더, 이것들은 모두, 그래서 이 부분은, 이 강인 부분, 이게 에밀리와 같은 수의 까지의 알렉산더입니다. 그리고 그 후에 알렉산더는, 알렉산더는, 우리는 이곳에서 보았습니다. 예. 구슬이 하나, 둘, 셋, 넷 더 있습니다. 이것을 생각하는 또 다른 방법은 무엇일까요? 알렉산더는 구슬이 아홉 개 있고, 에밀리가 가진 구슬의 수를 뺄 경우, 그것이 알렉산더가 더 가진 구슬의 양입니다. 그것이 구슬이 아홉 개가 다섯 보다 더 많은 양입니다. 그래서 아홉 마이너스 다섯은 네 개의 구슬과 같습니다. 그게 바로 알렉산더가 에밀리보다 더 많은 구슬을 가진 만큼입니다. 다른 것을 두 개 더 해 봅시다. 노아는 두 통의 편지를 보내는 중이었습니다. 무거운 편지는 우표가 여덟 개 있었고, 가벼운 편지는 다섯 개 더 적은 우표가 있었습니다. 가벼운 편지에는 얼마나 많은 우표가 있었나요? 이 부분을 일시 중지하고 제대로 알아냈는지 확인해 보세요. 그래서 무거운 편지는, 그냥, 그들이 말하는 것들을 쓰는 것이 언제나 유용합니다. 그래서 그들은 말했습니다. 무거운 편지에는 우표가 여덟 개 있습니다. 가벼운 편지는 오 개 더 적은 편지가 있습니다. 가벼운 편지에 얼마나 많은 우표가 있는지 알 수 있을까요? 바로는 모르겠지만, 그것이 실제로 우리에게 묻는 질문입니다. 가벼운 편지에는 얼마나 많은 우표가 있었나요? 하지만 다섯 개 더 적다, 무엇보다 더 적은 것인가요? 여덟 개의 우표보다 다섯 개 더 적다. 그래서 우리는 그것을 적을 수 있습니다. 여덟 개의 우표가 있고, 그것보다 다섯 개 더 적은 것을 원한다면, 그것은 더 적은 다섯 개, 그것은 여덟 마이너스 다섯이 될 것입니다. 이것이 바로 여덟 개보다 다섯 개 더 적은 것이므로, 이것은 셋이 될 것입니다. 가벼운 편지는 우표가 세 개가 있습니다. 이걸 생각하는 또 다른 방법은, 무거운 편지에는 우표가 여덟 개 있었습니다. 그렇게 여덟 개의 우표를 그려봅시다. 하나, 둘, 셋, 넷, 다섯, 여섯. 그것이 바로 무거운 편지가 가진 양입니다. 가벼운 편지는 다섯 개 더 적은 우표를 가지고 있습니다. 하나, 둘, 셋, 넷, 다섯을 빼봅시다, 그럼 무엇을 가지고 있을까요? 즉, 이 세 개의 우표를 가지고 있을 것입니다. 이것이 바로 가벼운 편지가 가진 우표의 양입니다."
y2mate.com - Comparison word problems rolypolies  Addition and subtraction  1st grade  Khan Academy_v720P.txt,"[1, 2]","이 텍스트를 한국어로 번역하면 다음과 같습니다:

리아는 구더기 9마리를 가지고 있습니다. 이것을 적어봅시다. 리아는 그녀의 벌레 집에 구더기 9마리를 갖고 있습니다. 그녀는 딩가네보다 하나 더 가지고 있습니다. 딩가네는 몇 마리의 구더기를 가지고 있을까요? 이것이 우리가 알아내야 할 문제입니다. 딩가네가 몇 마리의 구더기를 가지고 있는지 알아내야 합니다. 이것이 우리의 문제입니다. 이런 단어 문제를 보면, 항상 누가 더 많이 가지고 있는지 또는 덜 가지고 있는지 확인하는 것이 좋습니다. 리아가 딩가네보다 하나 더 많이 가지고 있기 때문에, 리아가 더 많습니다. 얼마나 더 많은가요? 하나 더 많습니다. 따라서 딩가네는 리아보다 하나 덜 가지고 있을 것입니다. 만약 리아가 딩가네보다 하나 더 많다면, 딩가네는 리아보다 하나 덜 가지고 있을 것입니다. 그렇다면 하나 덜 가지고 있다는 것을 어떻게 적을까요? 몇을 빼주면 됩니다. 따라서 이것이 ""하나 덜 가지고 있다""라는 뜻입니다. 딩가네가 리아보다 하나 덜 갖고 있다는 것을 나타냅니다. 그렇다면 딩가네는 얼마나 많은 구더기를 가지고 있을까요? 그는 8마리의 구더기를 가질 것입니다. 8마리의 구더기입니다. 다른 방법으로 하면, 리아의 구더기를 그릴 수도 있습니다. 한 마리, 두 마리, 세 마리, 네 마리, 다섯 마리, 여섯 마리, 일곱 마리, 여덟 마리, 아홉 마리 그리고 이것들이 동그랗게 말려있을 것입니다. 딩가네는 이것보다 하나 덜 가지고 있다고 했으니, 이보다 하나 적은 것을 구하려면, 이 중 하나를 빼면 잘 빠지고, 잘 빠진 것을 세면 하나, 두 개, 세 개, 네 개, 다섯 개, 여섯 개, 일곱 개, 여덟 개가 남게 됩니다. 이제 한 문제 더 풀어봅시다. 작은 상자의 무게는 큰 상자보다 7그램 덜하다고 합니다. 작은 상자의 무게는 6그램입니다. 그럼 우리는 작은 상자, 즉 작은 상자의 질량이 6그램이라는 것을 적어볼까요. 그럼 우리가 알아내야 할 것은 큰 상자의 질량이 얼마인가요? 큰 상자의 무게입니다. 이것을 알아내야 합니다. 이것이 우리의 문제입니다. 작은 상자의 무게는 큰 상자보다 작을까요, 큰 상자의 무게는 큰 상자보다 클까요. 이것은 상자의 이름만 보고 판단하는 것이 아니라, 그들이 알려주는 것을 봐야 합니다. 작은 상자의 무게는 큰 상자보다 7그램 덜하다. 그러니까 작은 상자는 큰 상자보다 7그램이 덜하다. 이것은 큰 상자가 작은 상자보다 7그램이 더 무겁다는 걸 의미합니다. 7그램이 더 무겁다는 방법을 사용하면, 작은 상자는 6그램, 더한 7그램, 즉 7그램이 더 무겁다, 이것은 큰 상자의 무게에 해당하는 것입니다. 그럼 큰 상자의 무게는 얼마일까요? 6그램 더하기 7그램은 13그램입니다. 6그램 더하기 7그램은 13그램이고, 우리는 끝났습니다."
